,index,player,Conceded,Scored,PlusMinus,Team,GameID,HomeAway
1,1,Brandan Wright,19.0,16.0,-3.0,MEM,"=""0021700061""",Away
2,2,Dillon Brooks,59.0,51.0,-8.0,MEM,"=""0021700061""",Away
3,3,James Ennis III,81.0,64.0,-17.0,MEM,"=""0021700061""",Away
4,4,Jarell Martin,50.0,54.0,4.0,MEM,"=""0021700061""",Away
5,5,Marc Gasol,84.0,78.0,-6.0,MEM,"=""0021700061""",Away
6,6,Mario Chalmers,56.0,38.0,-18.0,MEM,"=""0021700061""",Away
7,7,Mike Conley,70.0,77.0,7.0,MEM,"=""0021700061""",Away
8,8,Tyreke Evans,51.0,49.0,-2.0,MEM,"=""0021700061""",Away
0,0,Ben McLemore,97.0,75.0,-22.0,MEM,"=""0021701227""",Away
1,1,Deyonta Davis,76.0,71.0,-5.0,MEM,"=""0021701227""",Away
2,2,Dillon Brooks,87.0,90.0,3.0,MEM,"=""0021701227""",Away
3,3,Ivan Rabb,92.0,77.0,-15.0,MEM,"=""0021701227""",Away
4,4,Kobi Simmons,96.0,87.0,-9.0,MEM,"=""0021701227""",Away
5,5,MarShon Brooks,68.0,63.0,-5.0,MEM,"=""0021701227""",Away
6,6,Mario Chalmers,51.0,47.0,-4.0,MEM,"=""0021701227""",Away
7,7,Myke Henry,39.0,30.0,-9.0,MEM,"=""0021701227""",Away
8,8,Omari Johnson,79.0,75.0,-4.0,MEM,"=""0021701227""",Away
0,0,Andrew Harrison,48.0,63.0,15.0,MEM,"=""0021700357""",Away
1,1,Ben McLemore,26.0,12.0,-14.0,MEM,"=""0021700357""",Away
2,2,Chandler Parsons,33.0,45.0,12.0,MEM,"=""0021700357""",Away
3,3,Deyonta Davis,31.0,15.0,-16.0,MEM,"=""0021700357""",Away
4,4,Dillon Brooks,48.0,30.0,-18.0,MEM,"=""0021700357""",Away
5,5,JaMychal Green,63.0,45.0,-18.0,MEM,"=""0021700357""",Away
6,6,James Ennis III,36.0,39.0,3.0,MEM,"=""0021700357""",Away
7,7,Jarell Martin,23.0,24.0,1.0,MEM,"=""0021700357""",Away
8,8,Marc Gasol,68.0,69.0,1.0,MEM,"=""0021700357""",Away
9,9,Mario Chalmers,40.0,46.0,6.0,MEM,"=""0021700357""",Away
10,10,Tyreke Evans,79.0,52.0,-27.0,MEM,"=""0021700357""",Away
0,0,Ben McLemore,48.0,48.0,0.0,MEM,"=""0021700980""",Home
1,1,Brice Johnson,3.0,,-3.0,MEM,"=""0021700980""",Home
2,2,Deyonta Davis,28.0,31.0,3.0,MEM,"=""0021700980""",Home
3,3,Dillon Brooks,61.0,59.0,-2.0,MEM,"=""0021700980""",Home
4,4,Ivan Rabb,4.0,1.0,-3.0,MEM,"=""0021700980""",Home
5,5,JaMychal Green,70.0,45.0,-25.0,MEM,"=""0021700980""",Home
6,6,Jarell Martin,60.0,55.0,-5.0,MEM,"=""0021700980""",Home
7,7,Kobi Simmons,54.0,39.0,-15.0,MEM,"=""0021700980""",Home
8,8,Marc Gasol,67.0,47.0,-20.0,MEM,"=""0021700980""",Home
9,9,Wayne Selden,28.0,24.0,-4.0,MEM,"=""0021700980""",Home
10,10,Xavier Rathan-Mayes,52.0,41.0,-11.0,MEM,"=""0021700980""",Home
